id,address,enabled,date_added,date_modified,comment,date_updated
1,https://raw.githubusercontent.com/StevenBlack/hosts/master/hosts,1,1592251122,1592251122,"Migrated from /etc/pihole/adlists.list",1609108426
2,https://mirror1.malwaredomains.com/files/justdomains,1,1592251122,1592251122,"Migrated from /etc/pihole/adlists.list",1607410115
3,https://s3.amazonaws.com/lists.disconnect.me/simple_tracking.txt,1,1592251122,1592251122,"Migrated from /etc/pihole/adlists.list",1609103566
4,https://s3.amazonaws.com/lists.disconnect.me/simple_ad.txt,1,1592251122,1592251122,"Migrated from /etc/pihole/adlists.list",1609103568
5,https://raw.githubusercontent.com/daylamtayari/Pi-Hole-Blocklist/master/Pi-Hole-Blocklist.txt,1,1592273777,1609108388,,1609108570
